,Hero,Role,Pick_rate,Win_rate,Tie_Rate,On_fire,Platform,Rank,Date
651,Soldier: 76,DAMAGE,2.59,49.22,1.89,11.47,XBox,Platinum,2020-05-24 12:11:31.109595
652,D.Va,TANK,2.48,50.9,1.96,8.83,XBox,Platinum,2020-05-24 12:11:31.109595
653,Echo,DAMAGE,2.43,49.5,2.3,8.08,XBox,Platinum,2020-05-24 12:11:31.109595
654,Wrecking Ball,TANK,2.32,49.26,2.0,3.45,XBox,Platinum,2020-05-24 12:11:31.109595
655,Reaper,DAMAGE,2.28,50.64,1.84,14.81,XBox,Platinum,2020-05-24 12:11:31.109595
656,Baptiste,SUPPORT,1.96,46.99,2.79,12.23,XBox,Platinum,2020-05-24 12:11:31.109595
657,Brigitte,SUPPORT,1.94,55.47,1.41,8.87,XBox,Platinum,2020-05-24 12:11:31.109595
658,Genji,DAMAGE,1.94,47.09,2.32,10.34,XBox,Platinum,2020-05-24 12:11:31.109595
659,Orisa,TANK,1.72,51.41,1.99,8.58,XBox,Platinum,2020-05-24 12:11:31.109595
660,Zenyatta,SUPPORT,1.42,53.54,1.94,9.69,XBox,Platinum,2020-05-24 12:11:31.109595
661,Tracer,DAMAGE,1.41,48.46,1.35,8.52,XBox,Platinum,2020-05-24 12:11:31.109595
662,Torbjörn,DAMAGE,1.4,58.85,2.73,8.76,XBox,Platinum,2020-05-24 12:11:31.109595
663,Doomfist,DAMAGE,1.39,52.32,2.01,7.54,XBox,Platinum,2020-05-24 12:11:31.109595
664,Pharah,DAMAGE,1.29,51.09,2.09,14.95,XBox,Platinum,2020-05-24 12:11:31.109595
665,Winston,TANK,1.17,47.84,1.86,6.36,XBox,Platinum,2020-05-24 12:11:31.109595
666,Hanzo,DAMAGE,1.06,46.2,1.95,10.86,XBox,Platinum,2020-05-24 12:11:31.109595
667,Widowmaker,DAMAGE,0.98,49.95,1.75,7.71,XBox,Platinum,2020-05-24 12:11:31.109595
668,Symmetra,DAMAGE,0.76,58.06,3.26,9.49,XBox,Platinum,2020-05-24 12:11:31.109595
669,Mei,DAMAGE,0.74,49.04,2.09,7.83,XBox,Platinum,2020-05-24 12:11:31.109595
670,Sombra,DAMAGE,0.73,48.87,2.13,14.77,XBox,Platinum,2020-05-24 12:11:31.109595
671,Bastion,DAMAGE,0.37,54.63,1.52,15.04,XBox,Platinum,2020-05-24 12:11:31.109595
672,Reinhardt,TANK,13.48,52.76,2.45,7.31,XBox,Diamond,2020-05-24 12:12:13.550737
673,Moira,SUPPORT,8.63,52.08,2.41,10.61,XBox,Diamond,2020-05-24 12:12:13.550737
674,Zarya,TANK,7.14,54.81,2.8,15.14,XBox,Diamond,2020-05-24 12:12:13.550737
675,Mercy,SUPPORT,7.02,52.42,2.56,2.78,XBox,Diamond,2020-05-24 12:12:13.550737
676,Ana,SUPPORT,7.0,51.45,1.88,9.69,XBox,Diamond,2020-05-24 12:12:13.550737
677,LÃºcio,SUPPORT,6.65,53.96,1.95,13.35,XBox,Diamond,2020-05-24 12:12:13.550737
678,Ashe,DAMAGE,5.26,55.23,2.55,12.22,XBox,Diamond,2020-05-24 12:12:13.550737
679,Roadhog,TANK,4.89,51.91,1.84,11.78,XBox,Diamond,2020-05-24 12:12:13.550737
680,McCree,DAMAGE,4.58,49.22,1.5,10.09,XBox,Diamond,2020-05-24 12:12:13.550737
681,Sigma,TANK,3.31,52.25,2.57,14.95,XBox,Diamond,2020-05-24 12:12:13.550737
682,Wrecking Ball,TANK,2.61,53.99,1.52,4.07,XBox,Diamond,2020-05-24 12:12:13.550737
683,Soldier: 76,DAMAGE,2.44,51.66,2.3,10.42,XBox,Diamond,2020-05-24 12:12:13.550737
684,Echo,DAMAGE,2.21,51.55,1.62,8.72,XBox,Diamond,2020-05-24 12:12:13.550737
685,Junkrat,DAMAGE,2.17,56.33,2.77,12.43,XBox,Diamond,2020-05-24 12:12:13.550737
686,Brigitte,SUPPORT,2.04,60.16,2.03,8.14,XBox,Diamond,2020-05-24 12:12:13.550737
687,Genji,DAMAGE,2.0,50.54,2.27,10.38,XBox,Diamond,2020-05-24 12:12:13.550737
688,Reaper,DAMAGE,1.98,54.97,1.37,14.34,XBox,Diamond,2020-05-24 12:12:13.550737
689,Baptiste,SUPPORT,1.7,49.71,2.39,13.4,XBox,Diamond,2020-05-24 12:12:13.550737
690,D.Va,TANK,1.66,50.98,2.03,8.49,XBox,Diamond,2020-05-24 12:12:13.550737
691,Tracer,DAMAGE,1.64,48.53,1.53,9.17,XBox,Diamond,2020-05-24 12:12:13.550737
692,Torbjörn,DAMAGE,1.38,57.76,2.25,7.99,XBox,Diamond,2020-05-24 12:12:13.550737
693,Doomfist,DAMAGE,1.32,52.87,1.68,6.89,XBox,Diamond,2020-05-24 12:12:13.550737
694,Orisa,TANK,1.28,51.23,1.96,8.78,XBox,Diamond,2020-05-24 12:12:13.550737
695,Widowmaker,DAMAGE,1.26,54.01,1.31,8.47,XBox,Diamond,2020-05-24 12:12:13.550737
696,Hanzo,DAMAGE,1.11,48.23,2.08,11.5,XBox,Diamond,2020-05-24 12:12:13.550737
697,Winston,TANK,1.02,49.19,0.94,6.1,XBox,Diamond,2020-05-24 12:12:13.550737
698,Zenyatta,SUPPORT,0.96,56.72,1.6,8.64,XBox,Diamond,2020-05-24 12:12:13.550737
699,Pharah,DAMAGE,0.87,55.39,2.33,16.28,XBox,Diamond,2020-05-24 12:12:13.550737
700,Mei,DAMAGE,0.74,51.33,2.2,7.04,XBox,Diamond,2020-05-24 12:12:13.550737
701,Sombra,DAMAGE,0.71,48.54,2.05,14.03,XBox,Diamond,2020-05-24 12:12:13.550737
702,Symmetra,DAMAGE,0.6,58.46,3.24,9.02,XBox,Diamond,2020-05-24 12:12:13.550737
703,Bastion,DAMAGE,0.34,54.0,1.41,15.58,XBox,Diamond,2020-05-24 12:12:13.550737
704,Reinhardt,TANK,14.3,53.65,2.39,6.55,XBox,Master,2020-05-24 12:12:56.189352
705,Mercy,SUPPORT,8.07,53.68,2.58,2.42,XBox,Master,2020-05-24 12:12:56.189352
706,Moira,SUPPORT,7.81,51.49,2.67,9.58,XBox,Master,2020-05-24 12:12:56.189352
707,Zarya,TANK,7.12,55.5,1.67,14.8,XBox,Master,2020-05-24 12:12:56.189352
708,Ana,SUPPORT,6.79,53.73,2.39,9.06,XBox,Master,2020-05-24 12:12:56.189352
709,LÃºcio,SUPPORT,6.12,54.26,2.32,12.29,XBox,Master,2020-05-24 12:12:56.189352
710,Roadhog,TANK,5.21,52.17,1.56,10.85,XBox,Master,2020-05-24 12:12:56.189352
711,Ashe,DAMAGE,5.04,55.29,2.24,11.76,XBox,Master,2020-05-24 12:12:56.189352
712,McCree,DAMAGE,4.89,50.66,1.66,9.26,XBox,Master,2020-05-24 12:12:56.189352
713,Sigma,TANK,3.68,52.7,2.51,14.12,XBox,Master,2020-05-24 12:12:56.189352
714,Wrecking Ball,TANK,2.97,54.98,0.98,3.48,XBox,Master,2020-05-24 12:12:56.189352
715,Brigitte,SUPPORT,2.56,56.64,1.13,6.15,XBox,Master,2020-05-24 12:12:56.189352
716,Soldier: 76,DAMAGE,2.39,53.68,1.09,9.35,XBox,Master,2020-05-24 12:12:56.189352
717,Baptiste,SUPPORT,1.79,48.58,3.39,13.69,XBox,Master,2020-05-24 12:12:56.189352
718,Widowmaker,DAMAGE,1.77,49.83,1.47,8.0,XBox,Master,2020-05-24 12:12:56.189352
719,Orisa,TANK,1.76,50.17,1.32,8.22,XBox,Master,2020-05-24 12:12:56.189352
720,Tracer,DAMAGE,1.73,52.81,1.68,7.96,XBox,Master,2020-05-24 12:12:56.189352
721,Reaper,DAMAGE,1.67,53.87,1.73,10.87,XBox,Master,2020-05-24 12:12:56.189352
722,Echo,DAMAGE,1.61,49.82,1.97,7.73,XBox,Master,2020-05-24 12:12:56.189352
723,Torbjörn,DAMAGE,1.58,58.11,2.93,5.81,XBox,Master,2020-05-24 12:12:56.189352
724,Junkrat,DAMAGE,1.45,54.73,2.99,10.05,XBox,Master,2020-05-24 12:12:56.189352
725,Hanzo,DAMAGE,1.27,47.56,2.05,10.01,XBox,Master,2020-05-24 12:12:56.189352
726,D.Va,TANK,1.25,50.0,1.62,7.25,XBox,Master,2020-05-24 12:12:56.189352
727,Genji,DAMAGE,1.15,50.13,0.5,9.57,XBox,Master,2020-05-24 12:12:56.189352
728,Doomfist,DAMAGE,1.14,54.64,1.77,6.07,XBox,Master,2020-05-24 12:12:56.189352
729,Mei,DAMAGE,0.91,49.19,1.59,5.38,XBox,Master,2020-05-24 12:12:56.189352
730,Zenyatta,SUPPORT,0.84,54.8,2.77,7.93,XBox,Master,2020-05-24 12:12:56.189352
731,Symmetra,DAMAGE,0.76,57.31,1.52,8.27,XBox,Master,2020-05-24 12:12:56.189352
732,Sombra,DAMAGE,0.76,49.22,2.29,11.8,XBox,Master,2020-05-24 12:12:56.189352
733,Winston,TANK,0.74,49.8,2.76,5.56,XBox,Master,2020-05-24 12:12:56.189352
734,Pharah,DAMAGE,0.67,56.25,2.61,14.84,XBox,Master,2020-05-24 12:12:56.189352
735,Bastion,DAMAGE,0.23,58.67,3.85,13.14,XBox,Master,2020-05-24 12:12:56.189352
736,Reinhardt,TANK,12.45,55.55,1.99,6.95,XBox,Grandmaster,2020-05-24 12:13:38.816996
737,Moira,SUPPORT,8.24,52.69,1.88,8.53,XBox,Grandmaster,2020-05-24 12:13:38.816996
738,Mercy,SUPPORT,8.1,55.77,1.66,2.57,XBox,Grandmaster,2020-05-24 12:13:38.816996
739,Ana,SUPPORT,7.1,54.69,0.73,8.57,XBox,Grandmaster,2020-05-24 12:13:38.816996
740,McCree,DAMAGE,6.12,53.99,0.51,9.32,XBox,Grandmaster,2020-05-24 12:13:38.816996
741,Ashe,DAMAGE,5.54,55.58,1.31,13.28,XBox,Grandmaster,2020-05-24 12:13:38.816996
742,Roadhog,TANK,4.81,54.13,1.08,10.75,XBox,Grandmaster,2020-05-24 12:13:38.816996
743,Sigma,TANK,4.57,55.17,1.58,15.28,XBox,Grandmaster,2020-05-24 12:13:38.816996
744,Zarya,TANK,4.37,55.18,1.89,15.36,XBox,Grandmaster,2020-05-24 12:13:38.816996
745,LÃºcio,SUPPORT,4.25,60.79,1.95,11.93,XBox,Grandmaster,2020-05-24 12:13:38.816996
746,Brigitte,SUPPORT,4.11,54.85,1.51,5.16,XBox,Grandmaster,2020-05-24 12:13:38.816996
747,Wrecking Ball,TANK,3.49,49.25,0.89,4.04,XBox,Grandmaster,2020-05-24 12:13:38.816996
748,Orisa,TANK,3.19,54.82,2.59,7.42,XBox,Grandmaster,2020-05-24 12:13:38.816996
749,Tracer,DAMAGE,2.71,53.85,0.76,8.22,XBox,Grandmaster,2020-05-24 12:13:38.816996
750,Widowmaker,DAMAGE,2.18,54.07,0.95,8.12,XBox,Grandmaster,2020-05-24 12:13:38.816996
751,Torbjörn,DAMAGE,1.81,60.12,1.14,6.34,XBox,Grandmaster,2020-05-24 12:13:38.816996
752,Echo,DAMAGE,1.74,58.68,0.6,7.24,XBox,Grandmaster,2020-05-24 12:13:38.816996
753,Soldier: 76,DAMAGE,1.65,55.77,2.5,10.55,XBox,Grandmaster,2020-05-24 12:13:38.816996
754,Hanzo,DAMAGE,1.39,48.85,2.24,10.58,XBox,Grandmaster,2020-05-24 12:13:38.816996
755,Baptiste,SUPPORT,1.32,56.1,3.91,14.27,XBox,Grandmaster,2020-05-24 12:13:38.816996
756,Doomfist,DAMAGE,1.3,62.9,1.59,7.44,XBox,Grandmaster,2020-05-24 12:13:38.816996
757,Bastion,DAMAGE,1.3,49.19,1.59,11.5,XBox,Grandmaster,2020-05-24 12:13:38.816996
758,Zenyatta,SUPPORT,1.26,62.5,1.64,6.81,XBox,Grandmaster,2020-05-24 12:13:38.816996
759,Sombra,DAMAGE,0.97,50.54,1.06,12.86,XBox,Grandmaster,2020-05-24 12:13:38.816996
760,Genji,DAMAGE,0.93,53.93,1.11,9.52,XBox,Grandmaster,2020-05-24 12:13:38.816996
761,D.Va,TANK,0.86,54.22,0.0,4.07,XBox,Grandmaster,2020-05-24 12:13:38.816996
762,Junkrat,DAMAGE,0.84,56.79,0.0,11.69,XBox,Grandmaster,2020-05-24 12:13:38.816996
763,Symmetra,DAMAGE,0.76,50.0,0.0,8.47,XBox,Grandmaster,2020-05-24 12:13:38.816996
764,Pharah,DAMAGE,0.76,60.81,0.0,20.39,XBox,Grandmaster,2020-05-24 12:13:38.816996
765,Mei,DAMAGE,0.74,41.43,2.78,4.77,XBox,Grandmaster,2020-05-24 12:13:38.816996
766,Winston,TANK,0.58,51.85,3.57,4.8,XBox,Grandmaster,2020-05-24 12:13:38.816996
767,Reaper,DAMAGE,0.54,70.0,3.85,10.7,XBox,Grandmaster,2020-05-24 12:13:38.816996
